Year,Location,Site,Plot,Category,Pcover,Period
2021,M,38,60,sand-rubble,0.338799762,baseline
2021,M,38,60,seagrass,0.002376708,baseline
2021,M,38,60,tools,0.024004753,baseline
2021,M,38,60,zoanthid,1.19E-04,baseline
2021,M,43,65,coral,0.013203463,baseline
2021,M,43,65,gorgonian,0.024350649,baseline
2021,M,43,65,algae,0.448701299,baseline
2021,M,43,65,other,0.006926407,baseline
2021,M,43,65,sponge,0.00508658,baseline
2021,M,43,65,sand-rubble,0.481277056,baseline
2021,M,43,65,seagrass,7.58E-04,baseline
2021,M,43,65,tools,0.01969697,baseline
2021,M,43,66,coral,0.003892944,baseline
2021,M,43,66,gorgonian,0.023114355,baseline
2021,M,43,66,algae,0.272749392,baseline
2021,M,43,66,other,0.001703163,baseline
2021,M,43,66,sponge,0.043552311,baseline
2021,M,43,66,sand-rubble,0.643309002,baseline
2021,M,43,66,tools,0.011678832,baseline
2021,M,43,67,coral,0.004691358,baseline
2021,M,43,67,gorgonian,0.024691358,baseline
2021,M,43,67,algae,0.318765432,baseline
2021,M,43,67,other,9.88E-04,baseline
2021,M,43,67,sponge,0.036296296,baseline
2021,M,43,67,sand-rubble,0.602716049,baseline
2021,M,43,67,seagrass,4.94E-04,baseline
2021,M,43,67,tools,0.011358025,baseline
2021,M,43,68,coral,0.00960961,baseline
2021,M,43,68,gorgonian,0.022522523,baseline
2021,M,43,68,algae,0.321621622,baseline
2021,M,43,68,other,0.006306306,baseline
2021,M,43,68,sponge,0.020720721,baseline
2021,M,43,68,sand-rubble,0.605105105,baseline
2021,M,43,68,seagrass,0.002402402,baseline
2021,M,43,68,tools,0.011711712,baseline
2021,M,45,85,coral,0.011948052,baseline
2021,M,45,85,gorgonian,0.004675325,baseline
2021,M,45,85,algae,0.134415584,baseline
2021,M,45,85,other,0.008441558,baseline
2021,M,45,85,sponge,0.026493506,baseline
2021,M,45,85,sand-rubble,0.808051948,baseline
2021,M,45,85,tools,0.005974026,baseline
2021,M,45,87,coral,0.008941878,baseline
2021,M,45,87,gorgonian,0.002086438,baseline
2021,M,45,87,algae,0.150422255,baseline
2021,M,45,87,other,0.00615996,baseline
2021,M,45,87,sponge,0.070640835,baseline
2021,M,45,87,sand-rubble,0.746150025,baseline
2021,M,45,87,tools,0.015201192,baseline
2021,M,45,87,zoanthid,3.97E-04,baseline
2021,M,45,88,coral,0.004288499,baseline
2021,M,45,88,gorgonian,0.003703704,baseline
2021,M,45,88,algae,0.177582846,baseline
2021,M,45,88,other,0.001364522,baseline
2021,M,45,88,sponge,0.065302144,baseline
2021,M,45,88,sand-rubble,0.712280702,baseline
2021,M,45,88,tools,0.035477583,baseline
2021,M,48,49,coral,0.003284072,baseline
2021,M,48,49,gorgonian,0.012643678,baseline
2021,M,48,49,algae,0.281773399,baseline
2021,M,48,49,other,0.003119869,baseline
2021,M,48,49,sponge,0.01182266,baseline
2021,M,48,49,sand-rubble,0.667816092,baseline
2021,M,48,49,tools,0.01954023,baseline
2021,M,48,51,coral,0.007246377,baseline
2021,M,48,51,gorgonian,0.020471014,baseline
2021,M,48,51,algae,0.307608696,baseline
2021,M,48,51,other,0.002173913,baseline
2021,M,48,51,sponge,0.038043478,baseline
2021,M,48,51,sand-rubble,0.616304348,baseline
2021,M,48,51,seagrass,3.62E-04,baseline
2021,M,48,51,tools,0.007789855,baseline
2021,M,48,52,coral,0.004166667,baseline
2021,M,48,52,gorgonian,0.014341085,baseline
2021,M,48,52,algae,0.275678295,baseline
2021,M,48,52,other,8.72E-04,baseline
2021,M,48,52,sponge,0.021802326,baseline
2021,M,48,52,sand-rubble,0.664922481,baseline
2021,M,48,52,tools,0.018217054,baseline
2021,M,73,77,coral,0.026486014,baseline
2021,M,73,77,gorgonian,0.038286713,baseline
2021,M,73,77,algae,0.15541958,baseline
2021,M,73,77,other,0.027534965,baseline
2021,M,73,77,sponge,0.074388112,baseline
2021,M,73,77,sand-rubble,0.663461538,baseline
2021,M,73,77,tools,0.0125,baseline
2021,M,73,77,zoanthid,0.001923077,baseline
2021,M,73,78,coral,0.015272727,baseline
2021,M,73,78,gorgonian,0.060121212,baseline
2021,M,73,78,algae,0.204606061,baseline
2021,M,73,78,other,0.013333333,baseline
2021,M,73,78,sponge,0.102787879,baseline
2021,M,73,78,sand-rubble,0.569454545,baseline
2021,M,73,78,tools,0.024848485,baseline
2021,M,73,78,zoanthid,0.009575758,baseline
2021,M,73,79,coral,0.008823529,baseline
2021,M,73,79,gorgonian,0.045588235,baseline
2021,M,73,79,algae,0.132189542,baseline
2021,M,73,79,other,0.005882353,baseline
2021,M,73,79,sponge,0.052941176,baseline
2021,M,73,79,sand-rubble,0.743954248,baseline
2021,M,73,79,tools,0.010620915,baseline
2021,M,74,93,coral,0.003747398,baseline
2021,M,74,93,gorgonian,0.00111034,baseline
2021,M,74,93,algae,0.156696738,baseline
2021,M,74,93,other,0.023594726,baseline
2021,M,74,93,sponge,0.011519778,baseline
2021,M,74,93,sand-rubble,0.784455239,baseline
2021,M,74,93,tools,0.018320611,baseline
2021,M,74,93,zoanthid,5.55E-04,baseline
2021,M,74,94,coral,0.008977273,baseline
2021,M,74,94,gorgonian,0.004318182,baseline
2021,M,74,94,algae,0.22875,baseline
2021,M,74,94,other,0.030795455,baseline
2021,M,74,94,sponge,0.030568182,baseline
2021,M,74,94,sand-rubble,0.675227273,baseline
2021,M,74,94,tools,0.02125,baseline
2021,M,74,94,zoanthid,1.14E-04,baseline
2021,M,74,95,coral,0.010167131,baseline
2021,M,74,95,gorgonian,0.006406685,baseline
2021,M,74,95,algae,0.100835655,baseline
2021,M,74,95,other,0.011420613,baseline
2021,M,74,95,sponge,0.051810585,baseline
2021,M,74,95,sand-rubble,0.813927577,baseline
2021,M,74,95,tools,0.003064067,baseline
2021,M,74,95,zoanthid,0.002367688,baseline
2021,M,74,96,coral,0.009177592,baseline
2021,M,74,96,gorgonian,0.004171633,baseline
2021,M,74,96,algae,0.077353993,baseline
2021,M,74,96,other,0.02693683,baseline
2021,M,74,96,sponge,0.019189511,baseline
2021,M,74,96,sand-rubble,0.850417163,baseline
2021,M,74,96,tools,0.012038141,baseline
2021,M,74,96,zoanthid,7.15E-04,baseline
2021,M,8,69,coral,0.015920398,baseline
2021,M,8,69,gorgonian,0.027363184,baseline
2021,M,8,69,algae,0.132587065,baseline
2021,M,8,69,other,0.0039801,baseline
2021,M,8,69,sponge,0.089054726,baseline
2021,M,8,69,sand-rubble,0.71318408,baseline
2021,M,8,69,seagrass,7.46E-04,baseline
2021,M,8,69,tools,0.017164179,baseline
2021,M,8,70,coral,0.012600536,baseline
2021,M,8,70,gorgonian,0.031769437,baseline
2021,M,8,70,algae,0.192091153,baseline
2021,M,8,70,other,0.003485255,baseline
2021,M,8,70,sponge,0.033512064,baseline
2021,M,8,70,sand-rubble,0.720107239,baseline
2021,M,8,70,tools,0.006434316,baseline
2021,M,8,71,coral,0.01679198,baseline
2021,M,8,71,gorgonian,0.060902256,baseline
2021,M,8,71,algae,0.188471178,baseline
2021,M,8,71,other,5.01E-04,baseline
2021,M,8,71,sponge,0.097493734,baseline
2021,M,8,71,sand-rubble,0.608270677,baseline
2021,M,8,71,tools,0.027568922,baseline
2021,M,8,72,coral,0.017746326,baseline
2021,M,8,72,gorgonian,0.036690256,baseline
2021,M,8,72,algae,0.146325531,baseline
2021,M,8,72,other,0.002939575,baseline
2021,M,8,72,sponge,0.025694066,baseline
2021,M,8,72,sand-rubble,0.739793141,baseline
2021,M,8,72,tools,0.030811105,baseline
2021,T,1,14,coral,0.02288961,baseline
2021,T,1,14,gorgonian,0.033279221,baseline
2021,T,1,14,algae,0.364448052,baseline
2021,T,1,14,other,0.003409091,baseline
2021,T,1,14,sponge,0.00762987,baseline
2021,T,1,14,sand-rubble,0.529383117,baseline
2021,T,1,14,tools,0.038961039,baseline
2021,T,1,15,coral,0.019409283,baseline
2021,T,1,15,gorgonian,0.022362869,baseline
2021,T,1,15,algae,0.098945148,baseline
2021,T,1,15,other,6.33E-04,baseline
2021,T,1,15,sponge,0.068565401,baseline
2021,T,1,15,sand-rubble,0.777848101,baseline
2021,T,1,15,tools,0.012236287,baseline
2021,T,1,16,coral,0.026683502,baseline
2021,T,1,16,gorgonian,0.054461279,baseline
2021,T,1,16,algae,0.141666667,baseline
2021,T,1,16,other,0.004545455,baseline
2021,T,1,16,sponge,0.12020202,baseline
2021,T,1,16,sand-rubble,0.633417508,baseline
2021,T,1,16,tools,0.019023569,baseline
2021,T,20,9,coral,0.036124402,baseline
2021,T,20,9,gorgonian,0.074401914,baseline
2021,T,20,9,algae,0.378229665,baseline
2021,T,20,9,other,0.008971292,baseline
2021,T,20,9,sponge,0.009449761,baseline
2021,T,20,9,sand-rubble,0.439473684,baseline
2021,T,20,9,tools,0.053110048,baseline
2021,T,20,9,zoanthid,2.39E-04,baseline
2021,T,20,10,coral,0.04368071,baseline
2021,T,20,10,gorgonian,0.08481153,baseline
2021,T,20,10,algae,0.392461197,baseline
2021,T,20,10,other,0.010532151,baseline
2021,T,20,10,sponge,0.011862528,baseline
2021,T,20,10,sand-rubble,0.393791574,baseline
2021,T,20,10,tools,0.06286031,baseline
2021,T,20,11,coral,0.03118779,baseline
2021,T,20,11,gorgonian,0.026675514,baseline
2021,T,20,11,algae,0.467285999,baseline
2021,T,20,11,other,0.005043132,baseline
2021,T,20,11,sponge,0.00796284,baseline
2021,T,20,11,sand-rubble,0.422428666,baseline
2021,T,20,11,tools,0.039416058,baseline
2021,T,20,12,coral,0.014346591,baseline
2021,T,20,12,gorgonian,0.035653409,baseline
2021,T,20,12,algae,0.464488636,baseline
2021,T,20,12,other,0.021164773,baseline
2021,T,20,12,sponge,0.008522727,baseline
2021,T,20,12,sand-rubble,0.403977273,baseline
2021,T,20,12,tools,0.051846591,baseline
2021,T,22,33,coral,0.01546841,baseline
2021,T,22,33,gorgonian,0.040740741,baseline
2021,T,22,33,algae,0.180392157,baseline
2021,T,22,33,other,0.002178649,baseline
2021,T,22,33,sponge,0.14248366,baseline
2021,T,22,33,sand-rubble,0.578649237,baseline
2021,T,22,33,tools,0.040087146,baseline
2021,T,22,34,coral,0.010176991,baseline
2021,T,22,34,gorgonian,0.036578171,baseline
2021,T,22,34,algae,0.261946903,baseline
2021,T,22,34,other,0.002064897,baseline
2021,T,22,34,sponge,0.136578171,baseline
2021,T,22,34,sand-rubble,0.525368732,baseline
2021,T,22,34,seagrass,1.47E-04,baseline
2021,T,22,34,tools,0.027138643,baseline
2021,T,22,35,coral,0.020945946,baseline
2021,T,22,35,gorgonian,0.036036036,baseline
2021,T,22,35,algae,0.347972973,baseline
2021,T,22,35,other,0.005855856,baseline
2021,T,22,35,sponge,0.123648649,baseline
2021,T,22,35,sand-rubble,0.441216216,baseline
2021,T,22,35,seagrass,2.25E-04,baseline
2021,T,22,35,tools,0.024099099,baseline
2021,T,22,36,coral,0.019831224,baseline
2021,T,22,36,gorgonian,0.037763713,baseline
2021,T,22,36,algae,0.37257384,baseline
2021,T,22,36,sponge,0.131434599,baseline
2021,T,22,36,sand-rubble,0.407383966,baseline
2021,T,22,36,seagrass,0.002531646,baseline
2021,T,22,36,tools,0.028481013,baseline
2021,T,23,45,coral,0.012686567,baseline
2021,T,23,45,gorgonian,0.009950249,baseline
2021,T,23,45,algae,0.165174129,baseline
2021,T,23,45,other,0.004975124,baseline
2021,T,23,45,sponge,0.099004975,baseline
2021,T,23,45,sand-rubble,0.657462687,baseline
2021,T,23,45,tools,0.050746269,baseline
2021,T,23,46,coral,0.005586592,baseline
2021,T,23,46,gorgonian,0.001117318,baseline
2021,T,23,46,algae,0.084543762,baseline
2021,T,23,46,other,0.001117318,baseline
2021,T,23,46,sponge,0.015642458,baseline
2021,T,23,46,sand-rubble,0.881750466,baseline
2021,T,23,46,tools,0.010242086,baseline
2021,T,23,47,coral,0.015733333,baseline
2021,T,23,47,gorgonian,0.0048,baseline
2021,T,23,47,algae,0.2544,baseline
2021,T,23,47,other,0.002666667,baseline
2021,T,23,47,sponge,0.0384,baseline
2021,T,23,47,sand-rubble,0.670133333,baseline
2021,T,23,47,seagrass,0.001066667,baseline
2021,T,23,47,tools,0.0128,baseline
2021,T,23,48,coral,0.006028369,baseline
2021,T,23,48,gorgonian,0.001950355,baseline
2021,T,23,48,algae,0.09787234,baseline
2021,T,23,48,other,0.001595745,baseline
2021,T,23,48,sponge,0.012943262,baseline
2021,T,23,48,sand-rubble,0.865957447,baseline
2021,T,23,48,tools,0.013652482,baseline
2021,T,24,29,coral,0.046380471,baseline
2021,T,24,29,gorgonian,0.11473064,baseline
2021,T,24,29,algae,0.27996633,baseline
2021,T,24,29,other,0.005218855,baseline
2021,T,24,29,sponge,0.227272727,baseline
2021,T,24,29,sand-rubble,0.255976431,baseline
2021,T,24,29,tools,0.070286195,baseline
2021,T,24,29,zoanthid,1.68E-04,baseline
2021,T,24,30,coral,0.025555556,baseline
2021,T,24,30,gorgonian,0.048888889,baseline
2021,T,24,30,algae,0.300833333,baseline
2021,T,24,30,other,5.56E-04,baseline
2021,T,24,30,sponge,0.116388889,baseline
2021,T,24,30,sand-rubble,0.454722222,baseline
2021,T,24,30,tools,0.053055556,baseline
2021,T,24,31,coral,0.014047619,baseline
2021,T,24,31,gorgonian,0.023333333,baseline
2021,T,24,31,algae,0.398809524,baseline
2021,T,24,31,other,0.001904762,baseline
2021,T,24,31,sponge,0.024761905,baseline
2021,T,24,31,sand-rubble,0.523333333,baseline
2021,T,24,31,tools,0.013809524,baseline
2021,T,24,32,coral,0.020437956,baseline
2021,T,24,32,gorgonian,0.03892944,baseline
2021,T,24,32,algae,0.29026764,baseline
2021,T,24,32,other,0.002189781,baseline
2021,T,24,32,sponge,0.088321168,baseline
2021,T,24,32,sand-rubble,0.544038929,baseline
2021,T,24,32,tools,0.015815085,baseline
2021,T,26,41,coral,0.009408773,baseline
2021,T,26,41,gorgonian,0.01207883,baseline
2021,T,26,41,algae,0.258105531,baseline
2021,T,26,41,other,0.006230134,baseline
2021,T,26,41,sponge,0.075651621,baseline
2021,T,26,41,sand-rubble,0.601525747,baseline
2021,T,26,41,tools,0.036999364,baseline
2021,T,26,42,coral,0.008738548,baseline
2021,T,26,42,gorgonian,0.013530655,baseline
2021,T,26,42,algae,0.129386892,baseline
2021,T,26,42,other,0.004651163,baseline
2021,T,26,42,sponge,0.134038055,baseline
2021,T,26,42,sand-rubble,0.701761804,baseline
2021,T,26,42,tools,0.007892882,baseline
2021,T,26,43,coral,0.007654321,baseline
2021,T,26,43,gorgonian,0.005432099,baseline
2021,T,26,43,algae,0.170864198,baseline
2021,T,26,43,other,0.003209877,baseline
2021,T,26,43,sponge,0.097037037,baseline
2021,T,26,43,sand-rubble,0.689876543,baseline
2021,T,26,43,tools,0.025925926,baseline
2021,T,26,44,coral,0.012363636,baseline
2021,T,26,44,gorgonian,0.012654545,baseline
2021,T,26,44,algae,0.107781818,baseline
2021,T,26,44,other,0.003781818,baseline
2021,T,26,44,sponge,0.086545455,baseline
2021,T,26,44,sand-rubble,0.765236364,baseline
2021,T,26,44,tools,0.011636364,baseline
2021,T,35,1,coral,0.007328605,baseline
2021,T,35,1,gorgonian,0.001182033,baseline
2021,T,35,1,algae,0.439007092,baseline
2021,T,35,1,other,7.09E-04,baseline
2021,T,35,1,sponge,0.012293144,baseline
2021,T,35,1,sand-rubble,0.525295508,baseline
2021,T,35,1,seagrass,0.001182033,baseline
2021,T,35,1,tools,0.013002364,baseline
2021,T,35,2,coral,0.006832298,baseline
2021,T,35,2,gorgonian,0.004968944,baseline
2021,T,35,2,algae,0.413043478,baseline
2021,T,35,2,other,0.001035197,baseline
2021,T,35,2,sponge,0.039544513,baseline
2021,T,35,2,sand-rubble,0.526501035,baseline
2021,T,35,2,seagrass,2.07E-04,baseline
2021,T,35,2,tools,0.007867495,baseline
2021,T,35,3,coral,0.003584229,baseline
2021,T,35,3,gorgonian,0.001075269,baseline
2021,T,35,3,algae,0.393548387,baseline
2021,T,35,3,other,3.58E-04,baseline
2021,T,35,3,sponge,0.020250896,baseline
2021,T,35,3,sand-rubble,0.574731183,baseline
2021,T,35,3,tools,0.006451613,baseline
2021,T,35,4,coral,0.013589503,baseline
2021,T,35,4,gorgonian,0.008809747,baseline
2021,T,35,4,algae,0.423617619,baseline
2021,T,35,4,other,0.014714152,baseline
2021,T,35,4,sponge,0.007122774,baseline
2021,T,35,4,sand-rubble,0.49737582,baseline
2021,T,35,4,tools,0.033458294,baseline
2021,T,35,4,zoanthid,0.00131209,baseline
2021,T,37,17,coral,0.005811966,baseline
2021,T,37,17,gorgonian,0.014017094,baseline
2021,T,37,17,algae,0.240683761,baseline
2021,T,37,17,other,0.001196581,baseline
2021,T,37,17,sponge,0.123076923,baseline
2021,T,37,17,sand-rubble,0.595042735,baseline
2021,T,37,17,tools,0.02017094,baseline
2021,T,37,18,coral,0.018157182,baseline
2021,T,37,18,gorgonian,0.031165312,baseline
2021,T,37,18,algae,0.327642276,baseline
2021,T,37,18,other,0.003523035,baseline
2021,T,37,18,sponge,0.08699187,baseline
2021,T,37,18,sand-rubble,0.471544715,baseline
2021,T,37,18,tools,0.06097561,baseline
2021,T,37,19,coral,0.016931217,baseline
2021,T,37,19,gorgonian,0.064285714,baseline
2021,T,37,19,algae,0.371957672,baseline
2021,T,37,19,other,0.001058201,baseline
2021,T,37,19,sponge,0.111904762,baseline
2021,T,37,19,sand-rubble,0.361904762,baseline
2021,T,37,19,seagrass,2.65E-04,baseline
2021,T,37,19,tools,0.071693122,baseline
2021,T,37,20,coral,0.020614035,baseline
2021,T,37,20,gorgonian,0.067105263,baseline
2021,T,37,20,algae,0.163596491,baseline
2021,T,37,20,sponge,0.149122807,baseline
2021,T,37,20,sand-rubble,0.563596491,baseline
2021,T,37,20,tools,0.035964912,baseline
2021,T,39,37,coral,0.009615385,baseline
2021,T,39,37,gorgonian,0.026602564,baseline
2021,T,39,37,algae,0.228846154,baseline
2021,T,39,37,other,0.001282051,baseline
2021,T,39,37,sponge,0.029487179,baseline
2021,T,39,37,sand-rubble,0.692307692,baseline
2021,T,39,37,tools,0.011858974,baseline
2021,T,39,38,coral,0.012101911,baseline
2021,T,39,38,gorgonian,0.048195329,baseline
2021,T,39,38,algae,0.186199575,baseline
2021,T,39,38,other,2.12E-04,baseline
2021,T,39,38,sponge,0.095329087,baseline
2021,T,39,38,sand-rubble,0.648195329,baseline
2021,T,39,38,tools,0.009766454,baseline
2021,T,39,39,coral,0.018666667,baseline
2021,T,39,39,gorgonian,0.043238095,baseline
2021,T,39,39,algae,0.267619048,baseline
2021,T,39,39,other,0.004,baseline
2021,T,39,39,sponge,0.111619048,baseline
2021,T,39,39,sand-rubble,0.537142857,baseline
2021,T,39,39,tools,0.017714286,baseline
2021,T,39,40,coral,0.020068318,baseline
2021,T,39,40,gorgonian,0.040819812,baseline
2021,T,39,40,algae,0.273099915,baseline
2021,T,39,40,other,0.001878736,baseline
2021,T,39,40,sponge,0.047907771,baseline
2021,T,39,40,sand-rubble,0.606404782,baseline
2021,T,39,40,tools,0.009735269,baseline
2021,T,39,40,zoanthid,8.54E-05,baseline
2021,T,4,5,coral,0.01486631,baseline
2021,T,4,5,gorgonian,0.050802139,baseline
2021,T,4,5,algae,0.569625668,baseline
2021,T,4,5,other,0.002887701,baseline
2021,T,4,5,sponge,0.011550802,baseline
2021,T,4,5,sand-rubble,0.319572193,baseline
2021,T,4,5,tools,0.030588235,baseline
